matchNum,summoner,matchId,blueKills-redKills,blueAssists-redAssists,blueGold-redGold,blueAvgLevel-redAvgLevel,blueDamageToTurrets-redDamageToTurrets,blueDragonKills-redDragonKills,gameLength,numPlayers,outcome
4008,Praezy,"NA1_4257878416",-17,-26,-10766,-1.2,-13326,-1,2098,10,0
4009,Praezy,"NA1_4257848751",15,24,9003,2,8425,1,1399,10,1
4010,Praezy,"NA1_4257846905",-4,-31,-6003,-0.8,-3214,-2,2215,10,0
4011,Praezy,"NA1_4255848622",18,20,12878,1.6,18456,2,1627,10,1
4012,Praezy,"NA1_4255620319",3,6,-2125,-0.8,-2930,-5,2579,10,0
4013,Praezy,"NA1_4255534641",-9,3,-7012,-0.4,-9673,-1,1260,10,0
4014,Praezy,"NA1_4255314344",-21,-29,-15560,-2.2,-17225,-2,1539,10,0
4015,Praezy,"NA1_4236084016",10,1,5447,0.6,19449,1,1404,10,1
4016,Praezy,"NA1_4234095698",5,-17,5396,0,14125,2,2194,10,1
4017,Praezy,"NA1_4232038676",9,16,5897,1,120,-1,1431,10,1
4018,Praezy,"NA1_4231850950",13,13,5212,1.6,-1619,-1,1205,10,1
4019,Praezy,"NA1_4231782767",-4,-11,-2610,-0.4,-13401,0,2230,10,0
4020,Praezy,"NA1_4227797105",-9,-32,-6061,-1.2,-4188,-3,1904,10,0
4021,Praezy,"NA1_4226393978",-11,-7,-9166,-1.2,-5436,-2,959,10,0
4022,Praezy,"NA1_4226358572",7,-23,10526,1.6,18455,-3,1818,10,1
4023,Praezy,"NA1_4226371210",11,15,13334,1.2,24956,1,1435,10,1
4024,Praezy,"NA1_4226306702",19,24,9888,1.6,9454,2,1292,10,1
4025,Praezy,"NA1_4226173301",-25,-52,-9387,-1.4,-11475,-2,1811,10,0
4026,Praezy,"NA1_4226122523",-19,-36,-9298,-1.8,-14058,-4,1741,10,0
4027,Praezy,"NA1_4226067178",-10,-14,-6576,-0.8,-5571,1,970,10,0
4028,Praezy,"NA1_4226021829",-10,-5,-12305,-1.6,-22625,1,1263,10,0
4029,Praezy,"NA1_4225983259",18,27,13634,1.8,8867,0,1412,10,1
4030,Praezy,"NA1_4225956266",-19,-15,-14421,-1.8,-19362,-1,1205,10,0
4031,Praezy,"NA1_4223990162",15,51,6104,0.2,14050,-1,2206,10,1
4032,Praezy,"NA1_4223489771",11,36,11053,2.2,10135,1,1935,10,1
4033,Praezy,"NA1_4223452200",19,37,12804,1.2,15087,1,1507,10,1
4034,Praezy,"NA1_4222731377",-18,-21,-10057,-2.2,-8953,-5,1930,10,0
4035,Praezy,"NA1_4221366515",18,20,13173,2.2,14362,3,1345,10,1
4036,Praezy,"NA1_4221343606",-13,-6,-7302,-1.6,-9754,0,1433,10,0
4037,Praezy,"NA1_4221281059",1,12,-5053,-0.4,2434,0,2450,10,0
4038,Praezy,"NA1_4221224279",11,15,12738,2,23102,0,1800,10,1
4039,Praezy,"NA1_4221199802",-15,-24,-10737,-1.2,-9934,0,1145,10,0
4040,Praezy,"NA1_4221116416",12,17,10233,1.8,15818,0,1404,10,1
4041,Praezy,"NA1_4221046626",-15,-16,-7158,-0.8,-9452,1,2098,10,0
4042,Praezy,"NA1_4220811561",-8,-11,-10099,-1.6,-14168,0,1541,10,0
4043,Praezy,"NA1_4218242061",-6,-15,-5079,-0.8,58,0,1724,10,0
4044,Praezy,"NA1_4218084321",-6,-14,-3585,-0.6,-2214,-2,1032,10,0
4045,Praezy,"NA1_4218050071",-17,-57,-9606,-1.8,-17103,-3,1435,10,0
4046,Praezy,"NA1_4217886688",11,6,5833,0.4,16368,-1,1980,10,1
4047,Praezy,"NA1_4217788218",17,21,6461,1.2,15291,0,1782,10,1
4048,Praezy,"NA1_4217802404",9,8,9203,1.6,6849,4,1526,10,1
4049,Praezy,"NA1_4217117537",-14,-12,-14297,-1.4,-20959,-1,1117,10,0
4050,Praezy,"NA1_4217125066",0,-16,1300,0,-1330,-1,2069,10,0
4051,ButtBoon,"NA1_4267262817",15,21,8069,0,16404,3,1625,10,1
4052,ButtBoon,"NA1_4265654835",18,53,5761,0.4,4397,1,2576,10,1
4053,ButtBoon,"NA1_4265618346",10,20,5151,0.8,8419,2,1551,10,1
4054,ButtBoon,"NA1_4265602772",-18,-36,-12823,-1.8,-9407,0,1630,10,0
4055,ButtBoon,"NA1_4265547457",12,21,10319,1,7413,2,1477,10,1
4056,ButtBoon,"NA1_4265551566",23,37,14018,1.8,17702,4,1586,10,1
4057,ButtBoon,"NA1_4265484819",20,47,9666,1.8,11639,4,1561,10,1
4058,ButtBoon,"NA1_4265480753",-10,-8,-8073,-1.4,-7732,-1,657,10,0
4059,ButtBoon,"NA1_4265434700",9,8,14035,1.4,21162,3,1505,10,1
4060,ButtBoon,"NA1_4265387531",6,23,6428,1,3054,0,1730,10,1
4061,ButtBoon,"NA1_4265309061",0,-24,491,-0.2,-3796,-3,2171,10,0
4062,ButtBoon,"NA1_4265310552",11,33,8234,0.8,6478,3,1420,10,1
4063,ButtBoon,"NA1_4261454661",5,11,7938,0.8,7458,3,1801,10,1
4064,ButtBoon,"NA1_4261420890",11,10,9818,0.8,7763,3,1225,10,1
4065,ButtBoon,"NA1_4261366993",16,22,13201,1.8,16037,1,1371,10,1
4066,ButtBoon,"NA1_4261308913",-19,-16,-14857,-1.8,-18090,-3,1259,10,0
4067,ButtBoon,"NA1_4261124560",-31,-27,-15871,-2.4,-14129,-3,1415,10,0
4068,ButtBoon,"NA1_4261149814",17,11,10604,2,5374,2,945,10,1
4069,ButtBoon,"NA1_4261055141",-8,-17,-6378,-0.4,-12417,0,2078,10,0
4070,ButtBoon,"NA1_4261069784",17,18,10682,1.6,13096,-2,1124,10,1
4071,ButtBoon,"NA1_4261015074",-5,10,-3239,-1.2,-8271,-3,2035,10,0
4072,ButtBoon,"NA1_4261022271",7,12,5700,1,2835,2,1019,10,1
4073,ButtBoon,"NA1_4260981038",17,19,19038,1.6,20912,2,1912,10,1
4074,ButtBoon,"NA1_4260947771",0,0,-740,0,-535,0,192,10,0
4075,ButtBoon,"NA1_4260962505",-11,-18,-13610,-2,-15884,-4,1538,10,0
4076,ButtBoon,"NA1_4260930301",-23,-17,-17418,-1.8,-25834,-3,1361,10,0
4077,ButtBoon,"NA1_4260876867",13,25,13380,1.2,19628,3,1348,10,1
4078,ButtBoon,"NA1_4260912240",20,41,9324,1.6,2607,1,1425,10,1
4079,ButtBoon,"NA1_4260668683",19,32,12865,1.8,17156,-2,1566,10,1
4080,ButtBoon,"NA1_4260636471",13,5,1342,0,-3497,2,2870,10,1
4081,ButtBoon,"NA1_4260650975",0,5,-1917,-0.2,-3785,0,1720,10,0
4082,ButtBoon,"NA1_4260567662",5,18,2571,-0.4,11970,5,2269,10,1
4083,ButtBoon,"NA1_4260571967",-5,-28,-289,-0.2,-15965,-4,1486,10,0
4084,ButtBoon,"NA1_4260516801",19,49,11441,1.4,16817,1,1591,10,1
4085,ButtBoon,"NA1_4260491892",15,22,10299,1.8,10919,-2,1569,10,1
4086,ButtBoon,"NA1_4260352301",7,5,8198,1.4,14772,3,1426,10,1
4087,ButtBoon,"NA1_4260294863",13,49,12097,1.8,11150,-1,1858,10,1
4088,ButtBoon,"NA1_4260269840",-11,-21,-9636,-1.6,-12857,0,1511,10,0
4089,ButtBoon,"NA1_4260175289",-14,-4,-9872,-1.2,-13016,-3,1349,10,0
4090,ButtBoon,"NA1_4259959699",4,18,5607,1,10831,1,1984,10,1
4091,ButtBoon,"NA1_4259926733",-5,-2,-6991,-1.4,-12172,1,1895,10,0
4092,ButtBoon,"NA1_4259914410",21,48,11787,2,10428,4,1565,10,1
4093,ButtBoon,"NA1_4259457846",-11,-15,-6142,0.2,-11693,0,2550,10,0
4094,ButtBoon,"NA1_4225276909",-14,-8,-9644,-1.8,-16640,1,1442,10,0
4095,ButtBoon,"NA1_4225253062",-20,-27,-12734,-1.2,-11612,-3,1218,10,0
4096,ButtBoon,"NA1_4225188157",20,32,10923,1,20206,3,1490,10,1
4097,ButtBoon,"NA1_4225178850",2,-17,1557,0.4,-14783,-2,2103,10,0
4098,ButtBoon,"NA1_4223805679",18,0,11349,1,19401,4,1659,10,1
4099,ButtBoon,"NA1_4223745978",-3,-16,6265,-0.2,1575,3,2474,10,1
4100,ButtBoon,"NA1_4223669652",19,15,12735,1.8,16425,2,1563,10,1
4101,The Yazakana,"NA1_4253515695",-18,-26,-11372,-1.8,-18035,-3,1482,10,0
4102,The Yazakana,"NA1_4228459555",26,25,19545,2.4,18160,0,1117,10,1
4103,The Yazakana,"NA1_4218573123",11,36,4483,1.8,1926,3,1533,10,0
4104,The Yazakana,"NA1_4218419482",-11,-22,-7791,-1.4,-10761,-1,2128,10,0
4105,The Yazakana,"NA1_4218329122",-15,-12,-14987,-2.4,-28028,-4,1588,10,0
4106,The Yazakana,"NA1_4217533300",11,42,2560,0.8,8487,0,2259,10,1
4107,The Yazakana,"NA1_4217336877",-23,-15,-18644,-2,-14672,-2,1749,10,0
4108,The Yazakana,"NA1_4217362555",-18,-3,-14294,-1.8,-16085,-4,1899,10,0
4109,The Yazakana,"NA1_4217282299",22,21,12186,1.8,14910,4,1658,10,1
4110,The Yazakana,"NA1_4217270299",17,2,8896,0.6,16248,3,1516,10,1
4111,The Yazakana,"NA1_4217207361",10,25,8419,1.4,7176,1,1328,10,1
4112,The Yazakana,"NA1_4217031724",-16,-31,-8712,-1.2,-18950,-4,1439,10,0
4113,The Yazakana,"NA1_4216947468",-19,-24,-10163,-2,-4383,-1,1476,10,0
4114,The Yazakana,"NA1_4216887312",2,18,2726,1,3383,0,1839,10,1
4115,The Yazakana,"NA1_4216872841",-13,-10,-9411,-1,-10216,-2,995,10,0
4116,The Yazakana,"NA1_4216805770",-5,-4,-7090,-0.8,-12551,-4,1538,10,0
4117,The Yazakana,"NA1_4214276770",-8,-41,-5071,-1.6,10240,-3,2096,10,0
4118,The Yazakana,"NA1_4214253146",-16,-27,-10193,-1.4,-15244,-3,1280,10,0
4119,The Yazakana,"NA1_4214185549",-9,-28,-8477,-1.6,4510,-2,1468,10,0
4120,The Yazakana,"NA1_4214183019",-10,-16,-8374,-1.6,-10671,-2,959,10,0
4121,The Yazakana,"NA1_4214136940",-26,-56,-16335,-1.6,-15864,-1,2060,10,0
4122,The Yazakana,"NA1_4213018483",22,27,15541,1.6,7880,2,938,10,1
4123,The Yazakana,"NA1_4213017424",-15,-15,-12388,-2,-16081,-1,668,10,0
4124,The Yazakana,"NA1_4213006141",16,15,10535,0.8,10603,1,917,10,1
4125,The Yazakana,"NA1_4212380431",18,15,13099,1.8,3977,1,1227,10,1
4126,The Yazakana,"NA1_4212362510",20,27,13732,1.4,19607,0,1049,10,1
4127,The Yazakana,"NA1_4212275665",-7,-13,-3415,-0.2,-6793,-1,1826,10,0
4128,The Yazakana,"NA1_4212252055",-19,-14,-9755,-1,-16819,-4,1686,10,0
4129,The Yazakana,"NA1_4212176515",12,31,8274,1,5214,0,1657,10,1
4130,The Yazakana,"NA1_4212183138",-13,-19,-14775,-2.2,-12373,-2,1145,10,0
4131,The Yazakana,"NA1_4212068987",-19,-36,-8633,-1.2,-6867,-4,1780,10,0
4132,The Yazakana,"NA1_4211979395",-14,-14,-15183,-2.6,-19040,-3,1302,10,0
4133,The Yazakana,"NA1_4211994538",10,29,5366,1,5860,0,1811,10,1
4134,The Yazakana,"NA1_4211942467",-15,-11,-13052,-1.2,-14967,-3,1171,10,0
4135,The Yazakana,"NA1_4211940584",-16,-13,-14168,-2.6,-13198,0,1431,10,0
4136,The Yazakana,"NA1_4211878102",-20,-31,-11447,-2.2,-18740,-4,1573,10,0
4137,The Yazakana,"NA1_4210865881",9,-10,7893,0.4,12373,-4,1719,10,1
4138,The Yazakana,"NA1_4210853694",-20,-27,-15516,-1.8,-11767,-1,1231,10,0
4139,The Yazakana,"NA1_4209860458",-3,11,-5946,-1,-18628,-2,2115,10,0
4140,The Yazakana,"NA1_4209816452",3,7,7772,0.4,14333,2,2349,10,1
4141,The Yazakana,"NA1_4209813752",15,29,13155,1.4,22142,2,1636,10,1
4142,The Yazakana,"NA1_4209729502",-12,-28,-5729,-1,-8768,-1,2088,10,0
4143,The Yazakana,"NA1_4209652709",-19,-28,-13305,-1.6,-22090,-4,1562,10,0
4144,The Yazakana,"NA1_4209617012",-14,-12,-11827,-1,-16022,-2,1753,10,0
4145,The Yazakana,"NA1_4206606178",2,10,3641,0.4,6082,4,1654,10,1
4146,The Yazakana,"NA1_4206540576",15,13,8598,1.4,-72,-1,1269,10,1
4147,The Yazakana,"NA1_4206454286",-14,-39,-13230,-1.6,-15108,-4,1708,10,0
4148,The Yazakana,"NA1_4200563959",-12,-18,-11172,-1.4,-22790,-1,2177,10,0
4149,The Yazakana,"NA1_4190340013",-9,-12,-6778,-0.6,-11067,-1,1398,10,0
4150,The Yazakana,"NA1_4190272973",6,14,6711,1,9405,3,1283,10,1
4151,Iloveyouuuuuuuu,"NA1_4266747599",-11,-15,-12915,-1.4,-12733,-2,1593,10,0
4152,Iloveyouuuuuuuu,"NA1_4266736560",-15,-18,-8714,-1,-6010,-1,1211,10,0
4153,Iloveyouuuuuuuu,"NA1_4266207037",-20,-10,-13155,-0.6,-16586,-3,2011,10,0
4154,Iloveyouuuuuuuu,"NA1_4266221902",-15,-9,-13081,-1,-15275,-1,1196,10,0
4155,Iloveyouuuuuuuu,"NA1_4263709979",3,13,4029,0.6,14516,1,1588,10,1
4156,Iloveyouuuuuuuu,"NA1_4262756291",17,34,13877,2,17894,2,1764,10,1
4157,Iloveyouuuuuuuu,"NA1_4262734018",4,22,2978,0.4,16189,1,1496,10,1
4158,Iloveyouuuuuuuu,"NA1_4262399446",21,12,11751,1.8,17978,0,1533,10,1
4159,Iloveyouuuuuuuu,"NA1_4262393485",-15,-44,-6247,-1.2,-5718,0,1710,10,0
4160,Iloveyouuuuuuuu,"NA1_4261545500",-9,-26,-4203,-0.8,-1932,-1,1253,10,0
4161,Iloveyouuuuuuuu,"NA1_4261573531",2,-10,3697,0,15044,3,2089,10,1
4162,Iloveyouuuuuuuu,"NA1_4260881847",2,-15,-8418,-1,-9960,-5,2221,10,0
4163,Iloveyouuuuuuuu,"NA1_4260837994",7,4,3397,0.4,12666,3,1402,10,1
4164,Iloveyouuuuuuuu,"NA1_4260527991",13,15,12669,1.4,16506,3,1420,10,1
4165,Iloveyouuuuuuuu,"NA1_4260130484",8,8,7051,1.2,18142,3,1804,10,1
4166,Iloveyouuuuuuuu,"NA1_4260073258",13,10,14060,1.6,22800,-1,1169,10,1
4167,Iloveyouuuuuuuu,"NA1_4260041836",-22,-27,-11842,-0.2,-23559,-1,1386,10,0
4168,Iloveyouuuuuuuu,"NA1_4259996332",24,28,21438,2.6,19320,3,1348,10,1
4169,Iloveyouuuuuuuu,"NA1_4259964438",-21,-26,-16756,-2.2,-21178,-2,1532,10,0
4170,Iloveyouuuuuuuu,"NA1_4259947371",-3,-25,-3091,-1.2,-8281,2,1894,10,0
4171,Iloveyouuuuuuuu,"NA1_4259924757",-12,-20,-8928,-1.2,-9894,-4,1743,10,0
4172,Iloveyouuuuuuuu,"NA1_4259931668",14,29,10030,1.6,13763,1,1577,10,1
4173,Iloveyouuuuuuuu,"NA1_4259892090",-11,-31,-11031,-1.2,-19826,-3,1479,10,0
4174,Iloveyouuuuuuuu,"NA1_4259845376",-2,-2,4656,0.6,12724,-3,1828,10,1
4175,Iloveyouuuuuuuu,"NA1_4259823927",-17,-33,-16821,-1.8,-19458,-3,1198,10,0
4176,Iloveyouuuuuuuu,"NA1_4259645006",-18,-26,-14000,-1.6,-17688,-4,1640,10,0
4177,Iloveyouuuuuuuu,"NA1_4259612690",-1,3,3218,0.2,3982,-3,1965,10,1
4178,Iloveyouuuuuuuu,"NA1_4259559243",-12,-9,-14320,-1.8,-23141,-4,1485,10,0
4179,Iloveyouuuuuuuu,"NA1_4259548062",2,2,4997,1.2,3586,1,666,10,1
4180,Iloveyouuuuuuuu,"NA1_4259550337",-14,-10,-12437,-1.8,-14018,-3,1731,10,0
4181,Iloveyouuuuuuuu,"NA1_4259474804",2,-9,-6922,-1.8,-2401,-1,2091,10,0
4182,Iloveyouuuuuuuu,"NA1_4259469755",22,32,8673,0.4,19604,4,1578,10,1
4183,Iloveyouuuuuuuu,"NA1_4259412770",-8,-12,-10087,-2,-14934,0,1705,10,0
4184,Iloveyouuuuuuuu,"NA1_4259297017",0,1,8956,1,12120,-1,2064,10,1
4185,Iloveyouuuuuuuu,"NA1_4258520793",-11,-30,-8592,-0.6,-11207,3,1844,10,0
4186,Iloveyouuuuuuuu,"NA1_4258436549",-3,-12,-5996,-0.6,-7745,1,1379,10,0
4187,Iloveyouuuuuuuu,"NA1_4257010882",6,35,6542,1,-2098,1,2324,10,1
4188,Iloveyouuuuuuuu,"NA1_4256148274",13,15,10026,2,7408,-1,1381,10,1
4189,Iloveyouuuuuuuu,"NA1_4254753546",16,18,13053,0.8,19042,2,1585,10,1
4190,Iloveyouuuuuuuu,"NA1_4254635918",-9,-18,-11687,-1.6,-16271,-5,1955,10,0
4191,Iloveyouuuuuuuu,"NA1_4254443861",0,-6,1613,0.2,11005,1,1924,10,1
4192,Iloveyouuuuuuuu,"NA1_4254340556",2,9,1328,-0,3014,-1,1931,10,1
4193,Iloveyouuuuuuuu,"NA1_4254301582",8,17,12530,1.8,19073,4,1794,10,1
4194,Iloveyouuuuuuuu,"NA1_4254251172",9,16,7397,0.6,3076,2,852,10,1
4195,Iloveyouuuuuuuu,"NA1_4254165696",18,18,12246,1,18158,2,1577,10,1
4196,Iloveyouuuuuuuu,"NA1_4253595731",-10,-9,-1741,0,-22500,-2,2066,10,0
4197,Iloveyouuuuuuuu,"NA1_4253438102",15,43,6751,1,-4477,2,2442,10,1
4198,Iloveyouuuuuuuu,"NA1_4253454788",17,18,16510,2,23339,0,1150,10,1
4199,Iloveyouuuuuuuu,"NA1_4253330747",-9,-14,-4992,-0.6,2027,-4,2360,10,0
4200,Iloveyouuuuuuuu,"NA1_4253298002",0,0,408,0.4,0,0,192,10,1
4201,California Boys,"NA1_4258903767",-8,-10,-7095,-0.2,-18381,-1,1713,10,0
4202,California Boys,"NA1_4258919889",11,12,14607,1.8,23842,2,1300,10,1
4203,California Boys,"NA1_4258877316",9,16,4550,0.4,4112,2,1019,10,1
4204,California Boys,"NA1_4258890892",-7,-7,-7574,-1.6,-13612,-3,1258,10,0
4205,California Boys,"NA1_4258870314",-16,-9,-9215,-2,-7306,-1,938,10,0
4206,California Boys,"NA1_4258789599",-11,3,-15021,-1.8,-21540,-4,1772,10,0
4207,California Boys,"NA1_4258462181",-16,-22,-7551,-1.4,-6047,-2,1490,10,0
4208,California Boys,"NA1_4258395046",-13,-6,-9896,-0.8,-18250,0,1686,10,0
4209,California Boys,"NA1_4258359452",11,20,10981,1.4,11154,2,1261,10,1
4210,California Boys,"NA1_4258325372",-11,-3,-7454,-1,-8704,0,1747,10,0
4211,California Boys,"NA1_4258255617",-20,-22,-15263,-1.2,-17168,-4,1433,10,0
4212,California Boys,"NA1_4258209276",15,30,16227,1.4,35566,3,1978,10,1
4213,California Boys,"NA1_4258187270",16,25,12900,1.2,9165,2,926,10,1
4214,California Boys,"NA1_4258185057",7,5,6598,1.4,6314,1,616,10,1
4215,California Boys,"NA1_4258189797",1,9,-8461,-0.6,-18315,-1,2031,10,0
4216,California Boys,"NA1_4258163875",11,3,3977,0.6,6709,3,1928,10,1
4217,California Boys,"NA1_4258097344",-1,9,5035,0.4,17934,4,2191,10,1
4218,California Boys,"NA1_4257796326",16,34,10046,1.8,10597,2,1660,10,1
4219,California Boys,"NA1_4257781204",-4,-15,-9385,-1.2,-7023,0,2432,10,0
4220,California Boys,"NA1_4257721369",-6,5,-3752,-0.8,-6481,-1,2134,10,0
4221,California Boys,"NA1_4257616987",21,36,14070,1.6,22273,4,1720,10,1
4222,California Boys,"NA1_4257015122",15,9,13181,1.4,13040,3,2092,10,1
4223,California Boys,"NA1_4256957560",0,-12,1051,0.6,-542,0,2161,10,1
4224,California Boys,"NA1_4256913859",1,10,-1607,-0.8,6185,1,1900,10,1
4225,California Boys,"NA1_4256295703",-23,-36,-16875,-1.6,-5153,-2,1566,10,0
4226,California Boys,"NA1_4256319763",19,34,5005,0.6,9214,4,1574,10,1
4227,California Boys,"NA1_4256272841",-22,-24,-13228,-1.4,-17949,-1,1537,10,0
4228,California Boys,"NA1_4256221560",22,29,14196,1.8,13696,3,1214,10,1
4229,California Boys,"NA1_4256166867",-19,-29,-14766,-1.8,-22338,-3,1199,10,0
4230,California Boys,"NA1_4256159547",-17,-37,-10978,-1.8,-12064,-2,1694,10,0
4231,California Boys,"NA1_4256128515",7,9,2917,0.6,8826,2,1617,10,1
4232,California Boys,"NA1_4256134611",-10,-21,-7833,-1.2,-15052,-2,1748,10,0
4233,California Boys,"NA1_4255840135",-4,6,-7774,-1,-12975,-3,1821,10,0
4234,California Boys,"NA1_4255763501",-16,-20,-13004,-1.2,-27274,-1,1437,10,0
4235,California Boys,"NA1_4255659115",1,2,5192,1.2,20174,-2,1990,10,1
4236,California Boys,"NA1_4255598576",11,42,10420,2.2,17873,-2,1855,10,1
4237,California Boys,"NA1_4255571744",23,50,14586,1.6,10799,4,1785,10,1
4238,California Boys,"NA1_4255546016",-13,-22,-14991,-1.6,-23832,-3,1429,10,0
4239,California Boys,"NA1_4255369667",-1,-12,6948,0.8,4145,-2,1762,10,1
4240,California Boys,"NA1_4254534766",-5,-8,-12910,-1.4,-19371,-2,2297,10,0
4241,California Boys,"NA1_4254465935",7,10,9446,0.4,17134,-3,1914,10,1
4242,California Boys,"NA1_4254294124",-22,-19,-10084,-1,-7193,-3,1453,10,0
4243,California Boys,"NA1_4254239221",-10,0,-333,0,5969,0,2019,10,1
4244,California Boys,"NA1_4253954489",16,31,14995,1.6,19070,3,1194,10,1
4245,California Boys,"NA1_4253931317",9,24,4211,1.4,261,3,1138,10,1
4246,California Boys,"NA1_4253845875",-3,7,1022,0.4,230,0,1631,10,1
4247,California Boys,"NA1_4253860879",-13,-23,-16359,-1.8,-19200,-4,1502,10,0
4248,California Boys,"NA1_4251023401",-26,-7,-16051,-1.6,-18126,-3,1290,10,0
4249,California Boys,"NA1_4250990518",-23,-26,-9245,-1.2,-15550,1,1548,10,0
4250,California Boys,"NA1_4250954974",13,23,12560,1.4,19887,4,1454,10,1
4251,Gromp Husband,"NA1_4265840826",-13,-29,-7944,-1.4,-7861,-1,2143,10,0
4252,Gromp Husband,"NA1_4265793756",16,20,10357,2,8551,0,1056,10,1
4253,Gromp Husband,"NA1_4265737834",24,49,11369,1.8,11010,4,1794,10,1
4254,Gromp Husband,"NA1_4265716573",-1,5,-9157,-1,-13930,-1,1653,10,0
4255,Gromp Husband,"NA1_4265743536",19,28,8488,1,11951,2,1759,10,1
4256,Gromp Husband,"NA1_4265730145",4,8,4779,0.2,11960,1,2222,10,1
4257,Gromp Husband,"NA1_4265677150",-15,-18,-15295,-2,-20522,-1,1300,10,0
4258,Gromp Husband,"NA1_4265673537",-6,2,-2972,-0.4,633,-1,1483,10,1
4259,Gromp Husband,"NA1_4265628425",17,34,823,1,302,4,1879,10,1
4260,Gromp Husband,"NA1_4265580765",23,41,11403,1.4,8246,-1,1445,10,1
4261,Gromp Husband,"NA1_4265554264",18,14,13623,1.8,16118,2,1626,10,1
4262,Gromp Husband,"NA1_4265496851",-34,-48,-14567,-2.2,-13703,-4,1472,10,0
4263,Gromp Husband,"NA1_4265159620",12,11,7492,0.8,4554,2,979,10,1
4264,Gromp Husband,"NA1_4265107210",-15,-15,-8394,-1.4,-5386,-1,921,10,0
4265,Gromp Husband,"NA1_4265142844",15,21,12165,1.6,9654,2,915,10,1
4266,Gromp Husband,"NA1_4264682251",-22,-18,-17289,-1.8,-23708,0,1201,10,0
4267,Gromp Husband,"NA1_4264638051",13,14,9963,1.8,4759,3,1411,10,1
4268,Gromp Husband,"NA1_4264585678",14,12,8077,1.8,7981,2,1302,10,1
4269,Gromp Husband,"NA1_4264601364",25,31,13824,2,19068,1,868,10,1
4270,Gromp Husband,"NA1_4264529933",-10,-8,-2737,-1.4,-14377,3,1668,10,0
4271,Gromp Husband,"NA1_4264475059",16,15,14641,2,14727,1,778,10,1
4272,Gromp Husband,"NA1_4264353509",11,-1,9960,1.4,17031,-2,1684,10,1
4273,Gromp Husband,"NA1_4264174397",-14,-23,-9224,-1,-6789,-4,1514,10,0
4274,Gromp Husband,"NA1_4264026702",2,6,10854,1.8,16827,2,1622,10,1
4275,Gromp Husband,"NA1_4264011775",-17,-37,-12670,-2.2,-13476,-3,1381,10,0
4276,Gromp Husband,"NA1_4124031788",-6,-33,-2798,-1,3844,2,1807,10,0
4277,Gromp Husband,"NA1_4123986413",3,2,-960,-0.4,-7345,1,1921,10,0
4278,Gromp Husband,"NA1_4123899847",2,25,-181,-0.2,416,-5,2214,10,0
4279,Gromp Husband,"NA1_4123873115",18,30,6117,1.6,2052,3,1680,10,1
4280,Gromp Husband,"NA1_4123767776",-12,-37,-11628,-1.2,-11423,-3,2174,10,0
4281,Gromp Husband,"NA1_4123772198",-12,-23,-4184,-1.4,668,1,1368,10,0
4282,Gromp Husband,"NA1_4123119881",-10,-13,-4893,-0.2,-12987,0,2581,10,0
4283,Gromp Husband,"NA1_4123063111",-13,-23,-11005,-1.2,-11945,-3,1253,10,0
4284,Gromp Husband,"NA1_4122880683",26,27,17276,2.2,26524,1,1289,10,1
4285,Gromp Husband,"NA1_4122778119",-19,-15,-15204,-1.6,-15998,-2,1266,10,0
4286,Gromp Husband,"NA1_4122073092",-20,-46,-14226,-2.4,-6640,-3,1335,10,0
4287,Gromp Husband,"NA1_4121758599",-11,-5,-10300,-1.6,-10880,-1,1758,10,0
4288,Gromp Husband,"NA1_4118058107",23,32,12643,1.8,16792,1,1600,10,1
4289,Gromp Husband,"NA1_4117169264",-16,-8,-12591,-1.6,-15603,-4,1762,10,0
4290,Gromp Husband,"NA1_4117144942",-15,-18,-9787,-1.8,-4368,0,1327,10,0
4291,Gromp Husband,"NA1_4117100988",18,21,10672,1.8,21550,2,1633,10,1
4292,Gromp Husband,"NA1_4116877878",-5,-15,-4860,-0.2,-8592,-3,1938,10,0
4293,Gromp Husband,"NA1_4116826576",20,34,9408,1,9732,2,1479,10,1
4294,Gromp Husband,"NA1_4116798843",10,14,5144,0.6,5254,2,1052,10,1
4295,Gromp Husband,"NA1_4116748129",16,18,13838,1.6,15447,4,1536,10,1
4296,Gromp Husband,"NA1_4116209771",12,22,5959,0.8,3868,2,1219,10,1
4297,Gromp Husband,"NA1_4115734550",-7,-7,1843,0.4,717,-2,2119,10,1
4298,Gromp Husband,"NA1_4115622710",20,27,11774,1.6,5495,2,922,10,1
4299,Gromp Husband,"NA1_4115542757",8,16,10940,1.4,12388,-1,1556,10,1
4300,Gromp Husband,"NA1_4115446151",1,4,-4165,-0.4,6950,-1,2082,10,1
4301,Spećtra,"NA1_4262792384",-12,-12,-9443,-0.6,-3735,-4,1927,10,0
4302,Spećtra,"NA1_4262679632",-2,-25,-5463,-1.8,13731,-3,2171,10,0
4303,Spećtra,"NA1_4259796044",20,27,12189,1.6,10908,3,1442,10,1
4304,Spećtra,"NA1_4236292450",11,22,5374,0.4,9130,1,1242,10,1
4305,Spećtra,"NA1_4234269522",-19,-29,-9671,-1.6,-284,-2,1692,10,0
4306,Spećtra,"NA1_4234255104",17,18,13952,2,21999,1,1299,10,1
4307,Spećtra,"NA1_4233436068",-23,-25,-16628,-2,-20449,-3,1558,10,0
4308,Spećtra,"NA1_4233381006",-19,-15,-13615,-1.8,-8310,-2,966,10,0
