matchNum,summoner,matchId,blueKills-redKills,blueAssists-redAssists,blueGold-redGold,blueAvgLevel-redAvgLevel,blueDamageToTurrets-redDamageToTurrets,blueDragonKills-redDragonKills,gameLength,numPlayers,outcome
1,slickboy69,"NA1_4259548189",-19,-32,-7712,-1.4,-17190,-1,1898,10,0
2,slickboy69,"NA1_4259553126",5,2,4360,0.8,14438,-1,1862,10,1
3,slickboy69,"NA1_4259511523",-15,-24,-9473,-2.2,-9575,-4,1655,10,0
4,slickboy69,"NA1_4259485467",11,18,11854,1.8,13979,2,1177,10,1
5,slickboy69,"NA1_4259453906",-18,-8,-7347,-0.8,-13396,-3,1386,10,0
6,slickboy69,"NA1_4259346185",-19,-31,-14409,-2.4,-12948,-2,1703,10,0
7,slickboy69,"NA1_4259330998",1,4,-351,-0.2,2599,0,1752,10,1
8,slickboy69,"NA1_4259274510",-3,17,-3909,0.2,-26938,-3,1819,10,0
9,slickboy69,"NA1_4259246141",21,39,6017,1.4,1100,-1,2037,10,1
10,slickboy69,"NA1_4259154301",-13,-26,-12148,-1.2,-15659,2,1775,10,0
11,slickboy69,"NA1_4258445219",-20,-55,-11577,-1.6,-6056,-2,1784,10,0
12,slickboy69,"NA1_4258313932",5,9,4126,0.2,8545,2,1572,10,1
13,slickboy69,"NA1_4258295867",-24,-52,-11071,-1.8,-703,-3,1572,10,0
14,slickboy69,"NA1_4258253690",16,33,12004,1,10393,4,1753,10,1
15,slickboy69,"NA1_4257510324",15,5,12982,2.2,11526,2,911,10,1
16,slickboy69,"NA1_4255498204",12,36,5951,0.8,-4734,2,1595,10,1
17,slickboy69,"NA1_4255493261",-6,-16,-5539,-0.8,-724,-1,1364,10,0
18,slickboy69,"NA1_4252833485",-14,-10,-14723,-1.8,-17512,-2,2126,10,0
19,slickboy69,"NA1_4252809800",-4,-16,-8101,0,-17702,0,2326,10,0
20,slickboy69,"NA1_4252751975",11,-3,7808,1,10677,-1,1872,10,1
21,slickboy69,"NA1_4252687070",-5,-5,-7113,-1.2,2480,-3,2173,10,0
22,slickboy69,"NA1_4252643165",6,3,3679,0.2,12673,1,2037,10,1
23,slickboy69,"NA1_4252608728",7,16,8159,1.2,15499,-1,1419,10,1
24,slickboy69,"NA1_4252594486",-30,-47,-9767,-2.2,4931,-3,1512,10,0
25,slickboy69,"NA1_4252611053",-21,-30,-15264,-2.2,-20221,-2,1109,10,0
26,slickboy69,"NA1_4249984982",2,-6,9529,1.4,14372,2,1646,10,1
27,slickboy69,"NA1_4248012597",6,6,6787,0.8,3084,0,915,10,1
28,slickboy69,"NA1_4247164821",10,28,5424,1,8704,2,1784,10,1
29,slickboy69,"NA1_4247118609",12,20,11301,1.2,19311,2,1642,10,1
30,slickboy69,"NA1_4245944513",-9,-11,-12914,-1.8,-15857,0,1762,10,0
31,slickboy69,"NA1_4245878780",-1,3,-3264,-0.2,-1922,-2,1980,10,0
32,slickboy69,"NA1_4245830364",10,15,14891,1.6,17883,1,1558,10,1
33,slickboy69,"NA1_4245814930",11,9,12065,1.6,13309,3,1300,10,1
34,slickboy69,"NA1_4234148799",17,26,9888,1.8,8263,4,1373,10,1
35,slickboy69,"NA1_4234170090",-19,-21,-9363,-1.4,-9170,-3,1233,10,0
36,slickboy69,"NA1_4234027096",6,10,6464,1.4,7733,-3,1749,10,1
37,slickboy69,"NA1_4234002160",-15,-23,-11410,-1.8,-12974,-3,1379,10,0
38,slickboy69,"NA1_4233964575",15,24,8771,1.4,4627,-2,1496,10,1
39,slickboy69,"NA1_4233881102",-7,4,-2413,-1.6,-194,-1,1925,10,0
40,slickboy69,"NA1_4233841116",15,22,10878,2.2,41404,-1,1865,10,1
41,slickboy69,"NA1_4233814713",5,-4,11794,1.4,11540,3,1853,10,1
42,slickboy69,"NA1_4233770831",18,14,8692,1.8,6056,1,928,10,1
43,slickboy69,"NA1_4233716856",17,26,16389,1.8,8953,3,1365,10,1
44,slickboy69,"NA1_4233620119",-11,-12,-13840,-1.8,-15090,-3,1833,10,0
45,slickboy69,"NA1_4233060368",9,24,4728,0.8,12588,3,2164,10,1
46,slickboy69,"NA1_4232971113",-6,-27,-6126,-2,-13801,1,1879,10,0
47,slickboy69,"NA1_4232921498",4,8,2892,0,-7505,-1,2529,10,0
48,slickboy69,"NA1_4232856753",16,11,12118,2,8611,2,1179,10,1
49,slickboy69,"NA1_4232830323",-9,-17,-8814,-0.8,-21262,-5,1867,10,0
50,slickboy69,"NA1_4232823404",-16,-17,-9152,-1.2,-10804,-3,1129,10,0
51,fàye,"NA1_4244084056",-11,-23,-3398,0,-12027,-3,1704,10,0
52,fàye,"NA1_4242070095",-28,-67,-9239,-1.6,-3311,-2,1716,10,0
53,fàye,"NA1_4242037610",-19,-27,-15275,-3.2,-18393,-3,1232,10,0
54,fàye,"NA1_4239320415",14,22,6894,0.8,5673,0,1674,10,1
55,fàye,"NA1_4234975556",15,21,13305,1.6,22160,3,1560,10,1
56,fàye,"NA1_4234971318",13,23,13195,1.6,18747,3,1414,10,1
57,fàye,"NA1_4234672088",21,34,12548,2,4368,-2,1833,10,1
58,fàye,"NA1_4234543516",15,10,12305,1.6,17109,1,1503,10,1
59,fàye,"NA1_4234497858",11,33,9655,1.6,556,2,2128,10,1
60,fàye,"NA1_4234485521",14,12,7205,1.8,12063,0,1720,10,1
61,fàye,"NA1_4233183956",-24,-21,-13406,-1.6,-18218,-2,1577,10,0
62,fàye,"NA1_4233119699",20,31,14743,1.8,24538,1,1449,10,1
63,fàye,"NA1_4233096404",-28,-29,-19747,-2.6,-23275,-2,1108,10,0
64,fàye,"NA1_4233071508",-19,-18,-11790,-1,-16423,1,1263,10,0
65,fàye,"NA1_4233005783",24,35,10613,1.2,16431,3,1300,10,1
66,fàye,"NA1_4232924155",13,28,7715,0,-15774,1,3083,10,0
67,fàye,"NA1_4232720625",20,25,10494,0.8,19498,1,1274,10,1
68,fàye,"NA1_4231922334",-8,6,-6310,-1,-1420,-2,1781,10,0
69,fàye,"NA1_4230918801",6,10,10382,1.2,11677,1,1518,10,1
70,fàye,"NA1_4230504097",-16,-13,-17443,-1,-19698,-4,1770,10,0
71,fàye,"NA1_4230389459",-18,-23,-13295,-2.2,-6652,-3,1378,10,0
72,fàye,"NA1_4226810629",-7,-20,-2249,-0.6,3209,-2,2142,10,0
73,fàye,"NA1_4226804594",-8,-19,-6798,-1,-8196,2,1874,10,0
74,fàye,"NA1_4224749224",-10,-16,-11757,-1.4,-9425,-1,1827,10,0
75,fàye,"NA1_4224733746",-22,-51,-7793,-2,-1056,-3,1494,10,0
76,fàye,"NA1_4224696705",-12,-28,-10150,-1.4,-13696,-2,1699,10,0
77,fàye,"NA1_4223747533",-2,0,2710,0,12370,-2,1641,10,1
78,fàye,"NA1_4223493235",-10,-9,-12468,-1,-20433,1,978,10,0
79,fàye,"NA1_4223119676",8,40,6124,0.6,7660,-1,2196,10,1
80,fàye,"NA1_4222347551",-13,-37,-11571,-2.4,-16028,-4,1652,10,0
81,fàye,"NA1_4222102690",7,23,4449,1.6,-3433,3,1342,10,1
82,fàye,"NA1_4222066830",-6,-11,-13006,-2,-12586,-3,1822,10,0
83,fàye,"NA1_4222050888",-5,4,-9858,-1.2,-19489,-2,1523,10,0
84,fàye,"NA1_4220238413",-18,-20,-7323,-0.6,-16829,-2,1749,10,0
85,fàye,"NA1_4220231222",24,30,13259,1.6,10940,3,1230,10,1
86,fàye,"NA1_4218966687",15,14,8940,1,14674,3,1482,10,1
87,fàye,"NA1_4218970687",-12,-42,-4205,-1.6,8508,-3,1684,10,0
88,fàye,"NA1_4217661185",12,19,9779,1.2,9254,2,1169,10,1
89,fàye,"NA1_4216903356",5,3,3189,0.2,7878,2,1724,10,1
90,fàye,"NA1_4216289464",14,28,11337,1.2,9686,2,1676,10,1
91,fàye,"NA1_4215364374",-10,-12,-12705,-1.4,-21952,-2,1647,10,0
92,fàye,"NA1_4212626949",-16,-38,-14011,-1.6,-14607,-2,1490,10,0
93,fàye,"NA1_4210014504",15,32,7319,1.4,11089,-1,2015,10,1
94,fàye,"NA1_4207311794",-6,-37,-4933,-1.4,998,-1,2089,10,0
95,fàye,"NA1_4206773314",-9,-3,-3378,-1.4,-7548,0,1686,10,0
96,fàye,"NA1_4203447012",-14,-27,-8025,-1.2,-7667,1,1569,10,0
97,fàye,"NA1_4201348186",-8,-35,5232,0.8,9182,3,1860,10,1
98,fàye,"NA1_4200972731",-13,-23,-13458,-1.2,-13768,-3,1996,10,0
99,fàye,"NA1_4199278212",19,30,9576,0.8,1834,3,1228,10,1
100,fàye,"NA1_4196222457",-15,-42,-6948,-1.6,-11099,-3,1510,10,0
101,James Choi,"NA1_4264722702",-14,-43,-5062,-0.8,-11749,-4,1792,10,0
102,James Choi,"NA1_4262901267",-20,-20,-7935,-0.8,-119,0,2255,10,0
103,James Choi,"NA1_4250727585",20,21,14943,2,16957,0,1040,10,1
104,James Choi,"NA1_4250720314",-15,0,-6930,-1,-13698,-2,1744,10,0
105,James Choi,"NA1_4248597895",-16,-35,-7953,-1.2,-12069,-1,2034,10,0
106,James Choi,"NA1_4248612670",-15,-31,-12823,-1.6,-12499,1,1498,10,0
107,James Choi,"NA1_4247970880",21,29,8161,1.4,6835,0,1668,10,1
108,James Choi,"NA1_4245459501",-18,-27,-11504,-2,-12345,-4,1440,10,0
109,James Choi,"NA1_4244144569",-13,-7,-5518,-1.6,3898,0,2248,10,0
110,James Choi,"NA1_4244087727",-10,-19,-7864,-1.4,-3605,0,1595,10,0
111,James Choi,"NA1_4244090221",-12,-39,-7922,-1.2,-1187,2,1152,10,0
112,James Choi,"NA1_4244046480",-27,-34,-18094,-2.4,-18053,-1,919,10,0
113,James Choi,"NA1_4244031709",-19,-45,-10771,-0.8,-18859,-1,2151,10,0
114,James Choi,"NA1_4243997836",9,12,10645,1,15791,0,1214,10,1
115,James Choi,"NA1_4243270603",13,28,4114,0.6,2130,2,2380,10,1
116,James Choi,"NA1_4243177172",17,11,12447,1.6,6751,0,913,10,1
117,James Choi,"NA1_4243211168",11,3,10373,1.4,12329,0,920,10,1
118,James Choi,"NA1_4243091923",23,21,11874,1.6,8513,3,1328,10,1
119,James Choi,"NA1_4242698176",-3,-3,-5677,-1.2,1766,-3,2036,10,0
120,James Choi,"NA1_4242656628",-4,-24,-2270,0.2,-9059,1,2180,10,0
121,James Choi,"NA1_4217029469",15,16,6637,1,-4021,3,1301,10,1
122,James Choi,"NA1_4213574096",-8,-13,-4724,-1.4,-6693,-4,1847,10,0
123,James Choi,"NA1_4213228348",19,18,13518,1.2,20461,0,1128,10,1
124,James Choi,"NA1_4213233027",-12,-27,-8086,-1.2,-10604,-2,1591,10,0
125,James Choi,"NA1_4213219738",18,21,12880,1.6,10585,3,1332,10,1
126,James Choi,"NA1_4213176234",-19,-9,-15884,-2,-10437,-3,1359,10,0
127,James Choi,"NA1_4213163825",16,22,9109,1,3844,2,946,10,1
128,James Choi,"NA1_4213199840",15,15,13175,1.2,19499,0,1193,10,1
129,James Choi,"NA1_4196525133",3,5,3447,0.8,9673,-3,1544,10,1
130,James Choi,"NA1_4196248223",-10,-1,-6358,-1.4,-1796,-3,1151,10,0
131,James Choi,"NA1_4196213240",-13,-13,-2774,0,-10896,-2,2482,10,0
132,James Choi,"NA1_4195813808",-11,-27,-9148,-1.8,-9169,-1,1580,10,0
133,James Choi,"NA1_4195282162",19,25,11720,1.8,24143,4,1550,10,1
134,James Choi,"NA1_4195210944",-1,1,-5605,-1.2,386,-2,1425,10,0
135,James Choi,"NA1_4195026654",-8,-1,-5130,-1,-13561,-1,1700,10,0
136,James Choi,"NA1_4195022186",-5,-10,-7839,-1.2,-5754,-3,1792,10,0
137,James Choi,"NA1_4194603298",8,34,8857,1.2,8914,-1,1866,10,1
138,James Choi,"NA1_4194064969",16,34,13176,1.6,19247,-1,1222,10,1
139,James Choi,"NA1_4194071717",9,18,6193,0.6,3787,2,1296,10,1
140,James Choi,"NA1_4193991889",10,11,3934,1.2,6519,0,1161,10,1
141,James Choi,"NA1_4193678905",-11,-22,-11326,-2,-8041,-2,1882,10,0
142,James Choi,"NA1_4193645643",21,29,5002,0.4,1663,-1,2081,10,1
143,James Choi,"NA1_4191343350",-4,-3,-4738,-1.4,-8679,-2,1644,10,0
144,James Choi,"NA1_4191330812",-18,-30,-12508,-1.4,-18716,-2,1180,10,0
145,James Choi,"NA1_4185994129",25,36,14611,2.2,3701,0,1214,10,1
146,James Choi,"NA1_4185967006",6,9,6426,1.6,8213,3,1819,10,1
147,James Choi,"NA1_4185169022",-29,-36,-16351,-1.8,-13938,-4,1740,10,0
148,James Choi,"NA1_4185194842",6,31,7653,1.4,13804,-3,1362,10,1
149,James Choi,"NA1_4185182045",21,34,9243,1.8,8925,-2,1504,10,1
150,James Choi,"NA1_4185109061",14,16,7131,1,2478,2,962,10,1
151,Rynee,"NA1_4246680126",-12,-15,-156,0,1090,2,2249,10,1
152,Rynee,"NA1_4246628209",14,13,10726,1.6,13879,-2,1131,10,1
153,Rynee,"NA1_4241153971",2,18,5396,1.2,4542,2,1747,10,1
154,Rynee,"NA1_4236220530",7,19,9575,1.4,12574,0,1376,10,1
155,Rynee,"NA1_4234951371",8,19,11305,1.4,22869,0,1569,10,1
156,Rynee,"NA1_4231018849",12,20,10355,1.6,18966,2,1512,10,1
157,Rynee,"NA1_4230984951",-10,-21,-7667,-1.6,-13643,0,1420,10,0
158,Rynee,"NA1_4211154974",-21,-21,-17861,-2.2,-17735,-1,1406,10,0
159,Rynee,"NA1_4211141095",22,39,10463,1.4,412,1,1235,10,1
160,Rynee,"NA1_4209751211",-18,-35,-10301,-1.2,-18078,-3,1433,10,0
161,Rynee,"NA1_4209699097",-11,-10,-3416,-1,1874,-1,1902,10,0
162,Rynee,"NA1_4209647706",-19,-33,-8339,-1,-6525,2,1647,10,0
163,Rynee,"NA1_4209683964",-5,-20,-6659,-1.4,-12850,-1,1999,10,0
164,Rynee,"NA1_4195773336",-12,-24,-4584,-1.4,-7355,-3,1830,10,0
165,Rynee,"NA1_4195702718",-11,-25,-8835,-1.4,-12793,-3,2151,10,0
166,Rynee,"NA1_4188324926",6,11,1780,0.2,7135,-3,2060,10,1
167,Rynee,"NA1_4188299583",19,27,13393,2.2,6811,1,1324,10,1
168,Rynee,"NA1_4184389105",18,23,8949,1.6,7707,4,1632,10,1
169,Rynee,"NA1_4181251225",21,41,12784,2,16445,3,1744,10,1
170,Rynee,"NA1_4181234309",-5,-21,-1389,-1.4,-1662,-2,1755,10,0
171,Rynee,"NA1_4179065591",8,18,11068,1.8,15170,4,1561,10,1
172,Rynee,"NA1_4179018154",7,25,2836,0.8,-2664,-2,2024,10,1
173,Rynee,"NA1_4178127617",11,11,10109,1.2,19169,0,1841,10,1
174,Rynee,"NA1_4178041914",-12,-20,-4568,-1,-2630,1,1954,10,0
175,Rynee,"NA1_4177846813",13,31,10492,1.6,6265,0,1766,10,1
176,Rynee,"NA1_4176829262",-19,-56,-17145,-1.6,-15912,-3,2282,10,0
177,Rynee,"NA1_4176461229",-18,-30,-12809,-2.2,-11508,-3,1505,10,0
178,Rynee,"NA1_4172672290",-6,4,-10283,-2,-11777,-5,2034,10,0
179,Rynee,"NA1_4172614631",-20,-22,-10622,-2,-21774,-4,1707,10,0
180,Rynee,"NA1_4172556530",-25,-8,-13432,-2,-12063,-2,1940,10,0
181,Rynee,"NA1_4171798153",7,14,4502,0.2,11332,-1,2015,10,1
182,Rynee,"NA1_4171736234",-13,31,-8126,-1.2,9968,0,2226,10,1
183,Rynee,"NA1_4171720560",-14,-8,-10479,-1.2,-9632,-1,1312,10,0
184,Rynee,"NA1_4171631729",-14,-20,-8953,-1.2,-6692,-2,960,10,0
185,Rynee,"NA1_4171540637",-6,1,-5758,-0.6,-6266,-3,2564,10,0
186,Rynee,"NA1_4171483569",18,19,12412,1.8,10566,1,1462,10,1
187,Rynee,"NA1_4171125351",17,17,7857,0.4,16575,2,1604,10,1
188,Rynee,"NA1_4170989503",9,11,6426,0.8,9871,1,1394,10,1
189,Rynee,"NA1_4171003097",-11,-17,-12903,-1.6,-14559,-3,1545,10,0
190,Rynee,"NA1_4170979885",-17,-16,-11721,-1,-9058,-2,999,10,0
191,Rynee,"NA1_4170864997",11,8,11132,1.6,11684,4,1521,10,1
192,Rynee,"NA1_4170890462",15,24,13677,1.4,8427,3,1407,10,1
193,Rynee,"NA1_4170767224",15,20,8464,1.4,6317,3,1271,10,1
194,Rynee,"NA1_4170733461",11,24,9718,1.8,12416,-2,1784,10,1
195,Rynee,"NA1_4170008433",-11,-15,-7852,-0.8,-5293,0,957,10,0
196,Rynee,"NA1_4170040186",-23,-30,-13287,-2,-21971,-1,1210,10,0
197,Rynee,"NA1_4169562777",-9,-20,-6419,-1.4,-9086,-3,1396,10,0
198,Rynee,"NA1_4169506423",25,29,10339,1.6,17943,2,1620,10,1
199,Rynee,"NA1_4169409456",-10,-39,-7745,-0.8,-9042,1,2159,10,0
200,Rynee,"NA1_4169419904",-13,-14,-15994,-2.4,-20132,-4,1504,10,0
201,RottenH20,"NA1_4262369104",17,28,10984,2,15195,0,1624,10,1
202,RottenH20,"NA1_4256215243",23,29,12187,1.4,19645,3,1406,10,1
203,RottenH20,"NA1_4256165149",17,22,13406,1.4,18538,3,1311,10,1
204,RottenH20,"NA1_4256163360",-8,-6,-8711,-1.4,-8728,-1,654,10,0
205,RottenH20,"NA1_4256160073",7,16,4312,0.6,-301,0,1349,10,1
206,RottenH20,"NA1_4256116794",12,18,6925,1,6686,3,1490,10,1
207,RottenH20,"NA1_4255799459",4,7,4465,0.6,6085,-2,1903,10,1
208,RottenH20,"NA1_4255775885",11,6,10962,1.6,24807,-2,1648,10,1
209,RottenH20,"NA1_4255752783",-10,-10,-6297,-1.4,-10884,-3,1215,10,0
210,RottenH20,"NA1_4255697766",-21,-16,-16469,-2,-11354,-2,1516,10,0
211,RottenH20,"NA1_4255628287",-2,-30,-949,-0.4,12193,1,2029,10,1
212,RottenH20,"NA1_4255642228",-15,-21,-7560,-1.4,-6716,-3,1443,10,0
213,RottenH20,"NA1_4255592058",2,-1,-2454,-0.4,797,6,2375,10,0
214,RottenH20,"NA1_4244186277",-15,-16,-12271,-1.4,-10853,-2,1115,10,0
215,RottenH20,"NA1_4243113898",6,18,-1350,0.4,-8810,1,1439,10,0
216,RottenH20,"NA1_4243058464",4,3,8556,1,20170,-1,1626,10,1
217,RottenH20,"NA1_4243053377",0,-11,-7428,-1.2,-15067,-3,2091,10,0
218,RottenH20,"NA1_4242976570",-4,-17,-5829,-0.4,-12936,0,2200,10,0
219,RottenH20,"NA1_4242953659",-28,-30,-17655,-2.4,-16473,-3,1300,10,0
220,RottenH20,"NA1_4242947896",-12,-14,-9297,-1.2,-6713,-2,1838,10,0
221,RottenH20,"NA1_4242945236",-17,-34,-11689,-1.8,-14105,-1,1486,10,0
222,RottenH20,"NA1_4242258130",-14,-24,-11611,-1.4,-18347,-3,1366,10,0
223,RottenH20,"NA1_4242064081",-21,-59,-10346,-1.4,-14517,-3,1835,10,0
224,RottenH20,"NA1_4242070095",-28,-67,-9239,-1.6,-3311,-2,1716,10,0
225,RottenH20,"NA1_4241751117",-1,-3,-439,0.2,22,0,193,10,0
226,RottenH20,"NA1_4241684991",7,22,5549,0.6,-4159,1,1855,10,1
227,RottenH20,"NA1_4241664883",8,28,7645,0.8,8469,-4,1957,10,1
228,RottenH20,"NA1_4241617170",-20,-21,-13676,-1.6,-14350,-1,1276,10,0
229,RottenH20,"NA1_4241560249",-10,-19,-5061,-1,6115,2,2086,10,1
230,RottenH20,"NA1_4241525914",23,37,13963,1.6,8003,0,911,10,1
231,RottenH20,"NA1_4241426653",-13,-37,-5480,-0.8,-1650,-4,1417,10,0
232,RottenH20,"NA1_4241422491",-6,-14,-4334,-1.4,-17362,2,1866,10,0
233,RottenH20,"NA1_4241377674",7,11,11724,1.2,20454,1,1427,10,1
234,RottenH20,"NA1_4241364733",-9,-5,-14898,-1.6,-18067,0,1721,10,0
235,RottenH20,"NA1_4241361279",-14,-23,-10915,-1.6,-19289,-2,1480,10,0
236,RottenH20,"NA1_4241278164",0,12,-3373,-0.2,8878,1,2236,10,1
237,RottenH20,"NA1_4241266035",16,20,16201,1.8,18033,1,1200,10,1
238,RottenH20,"NA1_4241260532",-3,-28,-8095,-1.4,-12442,1,1925,10,0
239,RottenH20,"NA1_4241247351",-11,-18,-6604,-0.8,-11533,0,1215,10,0
240,RottenH20,"NA1_4241223742",-19,-47,-8370,-0.6,-12621,-1,2452,10,0
241,RottenH20,"NA1_4233841116",15,22,10878,2.2,41404,-1,1865,10,1
242,RottenH20,"NA1_4229005724",-3,-9,-6446,-1.6,-18399,-1,1813,10,0
243,RottenH20,"NA1_4210753296",-20,-28,-11689,-2.2,-4018,-2,1480,10,0
244,RottenH20,"NA1_4202380310",-2,15,-6310,-0.2,-9603,-3,2628,10,0
245,RottenH20,"NA1_4188708459",-6,-23,-3178,-0.8,9820,-1,2701,10,0
246,RottenH20,"NA1_4188664442",-12,-15,-10469,-1.8,-8678,-2,969,10,0
247,RottenH20,"NA1_4188556793",-3,-25,-2140,-1,4465,1,1620,10,0
248,RottenH20,"NA1_4188560517",-15,-15,-16210,-1.8,-20835,-4,1621,10,0
249,RottenH20,"NA1_4188516694",-19,-21,-15183,-2.2,-12974,2,915,10,0
250,RottenH20,"NA1_4184195153",1,6,5159,0.6,15905,0,1971,10,1
251,Poor Mans Rose,"NA1_4263357012",18,9,12031,1.6,20918,1,1330,10,1
252,Poor Mans Rose,"NA1_4260601712",11,19,7804,1.2,8942,2,1581,10,1
253,Poor Mans Rose,"NA1_4258749421",-11,3,-13281,-1.2,-21866,-3,1354,10,0
254,Poor Mans Rose,"NA1_4257936311",12,32,6552,0.4,2052,-4,1823,10,1
255,Poor Mans Rose,"NA1_4256602946",-10,-27,-2342,-0.6,-782,-1,1900,10,0
256,Poor Mans Rose,"NA1_4256237467",-17,-13,-11266,-1.2,-19311,-3,1854,10,0
257,Poor Mans Rose,"NA1_4255057336",-26,-33,-17149,-2.2,-13257,-4,1691,10,0
258,Poor Mans Rose,"NA1_4255064697",12,15,6731,0.4,373,0,958,10,1
259,Poor Mans Rose,"NA1_4237739800",-16,-40,-10466,-1.8,-20199,-3,1848,10,0
260,Poor Mans Rose,"NA1_4234964621",-3,-13,-4038,-0.4,-6088,-3,1190,10,0
261,Poor Mans Rose,"NA1_4234979852",-9,-23,-9363,-0.8,-18727,-3,1266,10,0
262,Poor Mans Rose,"NA1_4234935855",16,22,9285,1.6,15386,2,1200,10,1
263,Poor Mans Rose,"NA1_4231152406",-10,-11,-11387,-1.8,758,-1,1985,10,0
264,Poor Mans Rose,"NA1_4229551769",23,48,8813,1,14736,3,2044,10,1
265,Poor Mans Rose,"NA1_4229496436",11,36,6622,1.4,3996,0,1215,10,1
266,Poor Mans Rose,"NA1_4229260492",-15,-25,-10878,-1.6,-14207,-2,1496,10,0
267,Poor Mans Rose,"NA1_4229206239",-22,-25,-11851,-1.8,-13608,-2,1517,10,0
268,Poor Mans Rose,"NA1_4219812094",-5,-5,-59,0.8,5564,1,2085,10,1
269,Poor Mans Rose,"NA1_4219756063",2,-31,7310,0.6,27059,1,2079,10,1
270,Poor Mans Rose,"NA1_4218530292",-5,-12,-7013,-1.4,-12468,-2,1657,10,0
271,Poor Mans Rose,"NA1_4218403261",-2,4,-2777,-0.2,1219,0,2287,10,0
272,Poor Mans Rose,"NA1_4218420287",-2,-1,-4525,-1.8,-4403,-1,629,10,0
273,Poor Mans Rose,"NA1_4215115768",10,21,14420,1.8,15177,3,1423,10,1
274,Poor Mans Rose,"NA1_4214846018",17,9,13384,2,11899,4,1773,10,1
275,Poor Mans Rose,"NA1_4214364329",-1,-7,2935,0.4,17329,4,2258,10,1
276,Poor Mans Rose,"NA1_4213601489",23,39,18105,1.8,30772,4,1500,10,1
277,Poor Mans Rose,"NA1_4213533524",-6,-2,-8935,-1.6,-15825,-3,1980,10,0
278,Poor Mans Rose,"NA1_4213506793",-6,8,-8532,-1,-12812,1,1555,10,0
279,Poor Mans Rose,"NA1_4212807217",-19,-36,-11173,-2,-3439,-2,1649,10,0
280,Poor Mans Rose,"NA1_4212851014",8,11,10794,0.8,20767,2,1586,10,1
281,Poor Mans Rose,"NA1_4212764170",-7,11,-3421,-0.4,-4099,1,1969,10,0
282,Poor Mans Rose,"NA1_4202323378",-10,-29,-2380,-0.4,-7100,-1,1952,10,0
283,Poor Mans Rose,"NA1_4202198804",-16,-32,-9179,-1.2,-10824,-2,1192,10,0
284,Poor Mans Rose,"NA1_4202139093",-1,-4,7733,1.4,16759,2,1747,10,1
285,Poor Mans Rose,"NA1_4202132376",-16,-31,-12835,-1.4,-11601,-2,1709,10,0
286,Poor Mans Rose,"NA1_4202057711",11,16,11193,1.2,21252,0,1502,10,1
287,Poor Mans Rose,"NA1_4201920263",-17,-20,-10106,-1.8,-9077,-3,1299,10,0
288,Poor Mans Rose,"NA1_4200449950",-7,-13,-6291,-1.4,-8190,-1,1478,10,0
289,Poor Mans Rose,"NA1_4197218537",11,33,-3049,0.2,-15737,1,2141,10,0
290,Poor Mans Rose,"NA1_4197210102",-21,-8,-15106,-2,-20159,-1,1471,10,0
291,Poor Mans Rose,"NA1_4197161472",-10,-5,-9467,-0.8,-16084,-4,1982,10,0
292,Poor Mans Rose,"NA1_4197093101",7,0,11229,1.2,14487,0,2133,10,1
293,Poor Mans Rose,"NA1_4196243476",-30,-43,-16515,-2.4,-6624,-4,1583,10,0
294,Poor Mans Rose,"NA1_4196158908",-18,-51,-10603,-2,-1382,-1,1925,10,0
295,Poor Mans Rose,"NA1_4196154325",-19,-26,-11786,-2.4,-4011,-3,1306,10,0
296,Poor Mans Rose,"NA1_4196126522",-4,-9,-5311,-1,-14066,-2,1647,10,0
297,Poor Mans Rose,"NA1_4196067140",8,28,4037,1.4,4440,-1,2023,10,1
298,Poor Mans Rose,"NA1_4196004579",-16,-19,-15693,-2.2,-17513,-3,1437,10,0
299,Poor Mans Rose,"NA1_4195954542",-18,-10,-12169,-1.8,-17333,-3,1210,10,0
300,Poor Mans Rose,"NA1_4195884854",27,43,14010,2.2,12854,-2,1611,10,1
301,Sikoram,"NA1_4260193564",18,40,11929,2,8204,4,1656,10,1
302,Sikoram,"NA1_4254572428",20,22,13418,1.2,12024,1,1188,10,1
303,Sikoram,"NA1_4252645929",18,25,10122,1.4,13120,4,1917,10,1
304,Sikoram,"NA1_4245946414",-14,-26,-6352,-2,-9553,-5,1899,10,0
305,Sikoram,"NA1_4245721306",-6,-19,-8954,-1.8,-7152,-1,1470,10,0
306,Sikoram,"NA1_4244972358",-20,-42,-12315,-1.8,-16308,-3,1278,10,0
307,Sikoram,"NA1_4244957633",25,37,8949,1.4,13924,-1,1295,10,1
308,Sikoram,"NA1_4244834034",-5,-20,-10279,-0.6,-7073,0,2351,10,0
309,Sikoram,"NA1_4244779435",7,20,6283,0.2,13597,5,2195,10,1
310,Sikoram,"NA1_4244776019",-18,-6,-19071,-1.8,-22482,-4,1544,10,0
311,Sikoram,"NA1_4244744788",12,29,8602,1.6,13270,-3,1472,10,1
312,Sikoram,"NA1_4239181178",-13,-24,-12806,-0.8,-22780,-4,1505,10,0
313,Sikoram,"NA1_4239138679",17,18,8400,1.2,9168,0,1449,10,1
314,Sikoram,"NA1_4238737865",-15,-17,-12054,-1,-18732,-4,1445,10,0
315,Sikoram,"NA1_4238473520",17,22,12546,2,22801,0,1623,10,1
316,Sikoram,"NA1_4238319569",-14,-13,-14224,-2,-17250,-3,1445,10,0
317,Sikoram,"NA1_4238290933",12,0,3759,0.4,15978,-1,2197,10,1
